1.0 3.0 3.5
1.0 6.0 3.5
3.0 14.0 0.5
3.0 15.0 1.0
3.0 25.0 1.5
3.0 36.0 2.0
3.0 43.0 4.0
3.0 51.0 0.5
3.0 55.0 2.5
3.0 71.0 4.0
3.0 78.0 4.0
3.0 82.0 3.5
3.0 84.0 3.5
3.0 86.0 3.5
3.0 89.0 0.5
3.0 95.0 3.0
3.0 103.0 4.0
3.0 114.0 4.0
3.0 117.0 4.0
3.0 122.0 2.0
3.0 123.0 3.5
3.0 124.0 3.5
3.0 126.0 4.0
3.0 129.0 4.0
3.0 130.0 2.5
3.0 133.0 3.5
3.0 136.0 4.0
3.0 137.0 1.0
3.0 148.0 3.5
3.0 150.0 2.0
3.0 156.0 1.5
3.0 157.0 1.5
3.0 159.0 1.5
3.0 160.0 3.0
3.0 163.0 3.0
3.0 168.0 4.0
3.0 170.0 2.0
3.0 184.0 1.0
3.0 194.0 3.5
3.0 195.0 1.5
3.0 201.0 3.0
4.0 206.0 3.0
6.0 7.0 3.5
7.0 11.0 4.0
7.0 205.0 2.5
7.0 213.0 1.5
9.0 218.0 4.0
11.0 7.0 4.0
12.0 2.0 3.5
12.0 207.0 4.0
13.0 218.0 3.0
13.0 224.0 0.5
13.0 228.0 4.0
13.0 229.0 0.5
14.0 211.0 4.0
14.0 235.0 0.5
15.0 2.0 4.0
16.0 219.0 3.0
19.0 17.0 4.0
19.0 239.0 3.5
21.0 6.0 4.0
21.0 10.0 3.5
21.0 13.0 4.0
21.0 84.0 4.0
21.0 205.0 4.0
21.0 216.0 3.0
21.0 235.0 3.5
21.0 243.0 4.0
22.0 17.0 4.0
23.0 7.0 2.5
23.0 207.0 3.0
24.0 258.0 4.0
25.0 1.0 3.5
25.0 3.0 4.0
25.0 5.0 3.5
25.0 10.0 2.0
25.0 17.0 3.0
25.0 205.0 2.5
25.0 214.0 2.0
25.0 239.0 2.0
25.0 245.0 3.5
25.0 254.0 4.0
27.0 2.0 1.0
27.0 10.0 4.0
27.0 13.0 2.0
27.0 212.0 3.0
27.0 213.0 4.0
28.0 4.0 3.0
28.0 9.0 3.5
28.0 11.0 2.0
28.0 84.0 2.5
28.0 121.0 3.0
28.0 215.0 3.0
28.0 241.0 3.0
28.0 245.0 2.5
28.0 254.0 2.0
28.0 256.0 2.5
29.0 265.0 3.0
29.0 271.0 3.5
29.0 288.0 3.0
29.0 291.0 4.0
29.0 295.0 3.0
29.0 299.0 4.0
29.0 300.0 3.0
29.0 304.0 0.5
29.0 305.0 3.0
29.0 307.0 4.0
30.0 5.0 0.5
30.0 6.0 1.0
30.0 12.0 4.0
30.0 121.0 4.0
30.0 212.0 0.5
30.0 213.0 1.5
30.0 215.0 2.0
30.0 219.0 4.0
30.0 239.0 4.0
30.0 257.0 4.0
31.0 1.0 3.5
31.0 2.0 2.5
32.0 1.0 3.0
32.0 13.0 4.0
32.0 308.0 4.0
33.0 235.0 2.0
33.0 236.0 3.5
33.0 257.0 3.0
34.0 121.0 4.0
34.0 207.0 4.0
34.0 216.0 3.0
34.0 257.0 2.0
36.0 4.0 4.0
36.0 6.0 4.0
36.0 10.0 4.0
36.0 11.0 4.0
36.0 13.0 4.0
36.0 255.0 4.0
37.0 6.0 3.5
37.0 7.0 3.5
37.0 10.0 4.0
37.0 12.0 3.5
37.0 205.0 4.0
37.0 207.0 3.0
37.0 214.0 3.5
37.0 216.0 4.0
37.0 234.0 4.0
37.0 236.0 4.0
